occupation_name,country,state,count,hispanic_or_latino_n,white_n,black_n,asian_n,pacific_islander_n,american_or_alaskan_native_n,other_or_multiple_n,less_than_30yrs_n,30_to_39_yrs_n,40_to_49_yrs_n,50_to_59_yrs_n,60_or_older_n,male_n,female_n,hispanic_or_latino_percentage,white_percentage,black_percentage,asian_percentage,pacific Islander_percentage,american_or_alaskan_native_percentage,other_or_multiple_percentage,less_than_30yrs_percentage,30_to_39_yrs_percentage,40_to_49_yrs_percentage,50_to_59_yrs_percentage,60_or_older_percentage,male_percentage,female_percentage
Diagnostic Related Technologists & Technicians,United States,Ohio,16325,616,13823,849,366,0,0,,3317,4329,3178,3453,2048,3895,12430,3.773,84.674,5.201,2.242,,,,20.319,26.518,19.467,21.152,12.545,23.859,76.141
Diagnostic Related Technologists & Technicians,United States,Oklahoma,5254,0,3955,,,0,0,,987,1817,1104,808,538,1589,3665,,75.276,,,,,,18.786,34.583,21.013,15.379,10.24,30.244,69.756
Diagnostic Related Technologists & Technicians,United States,Oregon,6094,0,5314,,,0,0,,1048,1636,1335,1482,593,2121,3973,,87.201,,,,,,17.197,26.846,21.907,24.319,9.731,34.805,65.195
Diagnostic Related Technologists & Technicians,United States,Pennsylvania,20611,656,17692,603,1262,0,0,,3605,5553,4685,4284,2484,5116,15495,3.183,85.838,2.926,6.123,,,,17.491,26.942,22.731,20.785,12.052,24.822,75.178
Diagnostic Related Technologists & Technicians,United States,Rhode Island,1626,0,1370,,,0,0,,,463,267,297,285,417,1209,,84.256,,,,,,,28.475,16.421,18.266,17.528,25.646,74.354
Diagnostic Related Technologists & Technicians,United States,South Carolina,6174,0,5057,639,,0,0,,897,2023,1530,1236,488,1759,4415,,81.908,10.35,,,,,14.529,32.766,24.781,20.019,7.904,28.49,71.51
Diagnostic Related Technologists & Technicians,United States,South Dakota,1568,0,1500,,,0,0,,545,471,,,,,1288,,95.663,,,,,,34.758,30.038,,,,,82.143
Diagnostic Related Technologists & Technicians,United States,Tennessee,10553,0,9050,902,,0,0,,1698,2844,2454,2692,865,3335,7218,,85.758,8.547,,,,,16.09,26.95,23.254,25.509,8.197,31.602,68.398
Diagnostic Related Technologists & Technicians,United States,Texas,35772,10152,17844,4092,2685,0,0,889,5920,10625,9050,6493,3684,13660,22112,28.38,49.883,11.439,7.506,,,2.485,16.549,29.702,25.299,18.151,10.299,38.186,61.814
Diagnostic Related Technologists & Technicians,United States,Utah,3730,0,3160,,,0,0,,678,1310,791,687,,1404,2326,,84.718,,,,,,18.177,35.121,21.206,18.418,,37.641,62.359
Diagnostic Related Technologists & Technicians,United States,Vermont,641,0,623,,,0,0,,,,,,,,552,,97.192,,,,,,,,,,,,86.115
Diagnostic Related Technologists & Technicians,United States,Virginia,10517,622,7774,1141,588,0,0,371,1837,2803,2594,2380,903,3397,7120,5.914,73.918,10.849,5.591,,,3.528,17.467,26.652,24.665,22.63,8.586,32.3,67.7
Diagnostic Related Technologists & Technicians,United States,Washington,9153,0,6891,,916,0,0,393,1116,2906,2397,1713,1021,3235,5918,,75.287,,10.008,,,4.294,12.193,31.749,26.188,18.715,11.155,35.344,64.656
Diagnostic Related Technologists & Technicians,United States,West Virginia,2940,0,2760,,,0,0,,805,709,728,411,287,742,2198,,93.878,,,,,,27.381,24.116,24.762,13.98,9.762,25.238,74.762
Diagnostic Related Technologists & Technicians,United States,Wisconsin,9376,0,8790,,,0,0,,1390,3140,2531,1594,721,2000,7376,,93.75,,,,,,14.825,33.49,26.994,17.001,7.69,21.331,78.669
Diagnostic Related Technologists & Technicians,United States,Wyoming,869,0,857,,,0,0,,,,,,,,738,,98.619,,,,,,,,,,,,84.925
Diagnostic Related Technologists & Technicians,United States,All States,437978,49651,308031,35787,30897,802,1725,11085,73395,121562,103208,89713,50100,144954,293024,11.336,70.33,8.171,7.054,0.183,0.394,2.531,16.758,27.755,23.565,20.483,11.439,33.096,66.904
Dietitians and Nutritionists,United States,Alabama,1209,0,944,,,0,,,,,280,,,,1112,,78.081,,,,,,,,23.16,,,,91.977
Dietitians and Nutritionists,United States,Alaska,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Dietitians and Nutritionists,United States,Arizona,2119,0,1389,,,0,,,453,701,,,,,1892,,65.55,,,,,,21.378,33.082,,,,,89.287
Dietitians and Nutritionists,United States,Arkansas,872,0,717,,,0,,,,275,,,,,814,,82.225,,,,,,,31.537,,,,,93.349
Dietitians and Nutritionists,United States,California,10676,2220,5442,617,1868,0,,,1722,2903,2392,1773,1886,1186,9490,20.794,50.974,5.779,17.497,,,,16.13,27.192,22.405,16.607,17.666,11.109,88.891
Dietitians and Nutritionists,United States,Colorado,2842,0,2395,,,0,,,,1072,,370,,,2535,,84.272,,,,,,,37.72,,13.019,,,89.198
Dietitians and Nutritionists,United States,Connecticut,1278,0,1001,,,0,,,352,,,327,,,1207,,78.326,,,,,,27.543,,,25.587,,,94.444
Dietitians and Nutritionists,United States,Delaware,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Dietitians and Nutritionists,United States,District of Columbia,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Dietitians and Nutritionists,United States,Florida,7073,1816,3356,1492,,0,,,2278,1337,1521,951,986,,5407,25.675,47.448,21.094,,,,,32.207,18.903,21.504,13.445,13.94,,76.446
Dietitians and Nutritionists,United States,Georgia,3815,0,1869,1393,,0,,,587,937,983,715,593,,3588,,48.991,36.514,,,,,15.387,24.561,25.767,18.742,15.544,,94.05
Dietitians and Nutritionists,United States,Hawaii,283,0,,,,0,,,,,,,,,268,,,,,,,,,,,,,,94.7
Dietitians and Nutritionists,United States,Idaho,481,0,451,,,0,,,,,,,,,445,,93.763,,,,,,,,,,,,92.516
Dietitians and Nutritionists,United States,Illinois,3261,0,2760,,,0,,,736,1033,518,537,437,,2986,,84.637,,,,,,22.57,31.677,15.885,16.467,13.401,,91.567
Dietitians and Nutritionists,United States,Indiana,2292,0,2043,,,0,,,800,684,,217,223,,2022,,89.136,,,,,,34.904,29.843,,9.468,9.729,,88.22
Dietitians and Nutritionists,United States,Iowa,1188,0,1106,,,0,,,,,,,,,1100,,93.098,,,,,,,,,,,,92.593
Dietitians and Nutritionists,United States,Kansas,1326,0,1188,,,0,,,,,,,,,1258,,89.593,,,,,,,,,,,,94.872
Dietitians and Nutritionists,United States,Kentucky,1712,0,1448,,,0,,,,,,,,,1520,,84.579,,,,,,,,,,,,88.785
Dietitians and Nutritionists,United States,Louisiana,1189,0,917,,,0,,,,,,,,,1090,,77.124,,,,,,,,,,,,91.674
Dietitians and Nutritionists,United States,Maine,459,0,459,,,0,,,,,,,,,426,,100,,,,,,,,,,,,92.81
Dietitians and Nutritionists,United States,Maryland,2112,0,1127,713,,0,,,442,381,504,447,,,1890,,53.362,33.759,,,,,20.928,18.04,23.864,21.165,,,89.489
Dietitians and Nutritionists,United States,Massachusetts,3176,0,2491,,,0,,,754,832,563,598,429,,3056,,78.432,,,,,,23.741,26.196,17.727,18.829,13.508,,96.222
Dietitians and Nutritionists,United States,Michigan,3299,0,2297,,,0,,,575,906,,802,467,,2792,,69.627,,,,,,17.43,27.463,,24.31,14.156,,84.632
Dietitians and Nutritionists,United States,Minnesota,2755,0,2630,,,0,,,1061,541,416,384,,276,2479,,95.463,,,,,,38.512,19.637,15.1,13.938,,10.018,89.982
Dietitians and Nutritionists,United States,Mississippi,973,0,482,490,,0,,,,,,,,,936,,49.538,50.36,,,,,,,,,,,96.197
Dietitians and Nutritionists,United States,Missouri,2415,0,2004,,,0,,,545,555,,,,,2224,,82.981,,,,,,22.567,22.981,,,,,92.091
Dietitians and Nutritionists,United States,Montana,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Dietitians and Nutritionists,United States,Nebraska,1006,0,852,,,0,,,,,,,,,786,,84.692,,,,,,,,,,,,78.131
Dietitians and Nutritionists,United States,Nevada,760,0,544,,,0,,,,,,,,,587,,71.579,,,,,,,,,,,,77.237
Dietitians and Nutritionists,United States,New Hampshire,598,0,562,,,0,,,,,,,,,589,,93.98,,,,,,,,,,,,98.495
Dietitians and Nutritionists,United States,New Jersey,3350,0,2141,328,,0,,,690,644,526,709,781,,3282,,63.91,9.791,,,,,20.597,19.224,15.701,21.164,23.313,,97.97
Dietitians and Nutritionists,United States,New Mexico,482,0,238,,,0,,,,,,,,,414,,49.378,,,,,,,,,,,,85.892
Dietitians and Nutritionists,United States,New York,7457,751,4788,1148,657,0,,,1386,1817,1704,1420,1130,870,6587,10.071,64.208,15.395,8.811,,,,18.587,24.366,22.851,19.043,15.154,11.667,88.333
Dietitians and Nutritionists,United States,North Carolina,4520,0,2952,1038,,0,,,800,942,1333,904,541,,4252,,65.31,22.965,,,,,17.699,20.841,29.491,20,11.969,,94.071
Dietitians and Nutritionists,United States,North Dakota,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Dietitians and Nutritionists,United States,Ohio,5131,0,4362,,,0,,,1027,1519,828,951,806,,4864,,85.013,,,,,,20.016,29.604,16.137,18.534,15.708,,94.796
Dietitians and Nutritionists,United States,Oklahoma,1380,0,733,,,0,,,,,,,,,1228,,53.116,,,,,,,,,,,,88.986
Dietitians and Nutritionists,United States,Oregon,1024,0,883,,,0,,,,,,,,,900,,86.23,,,,,,,,,,,,87.891
Dietitians and Nutritionists,United States,Pennsylvania,4122,0,3429,,,0,,,1245,1095,598,672,512,371,3751,,83.188,,,,,,30.204,26.565,14.508,16.303,12.421,9,91
Dietitians and Nutritionists,United States,Rhode Island,557,0,530,,,0,,,,,,,,,512,,95.153,,,,,,,,,,,,91.921
Dietitians and Nutritionists,United States,South Carolina,1516,0,764,711,,0,,,,407,317,,,240,1276,,50.396,46.9,,,,,,26.847,20.91,,,15.831,84.169
Dietitians and Nutritionists,United States,South Dakota,356,0,270,,,0,,,,,,,,,349,,75.843,,,,,,,,,,,,98.034
Dietitians and Nutritionists,United States,Tennessee,2503,0,1946,399,,0,,,,370,556,492,276,,2473,,77.747,15.941,,,,,,14.782,22.213,19.656,11.027,,98.801
Dietitians and Nutritionists,United States,Texas,9163,2338,4216,1340,,0,,,2326,2487,1489,1489,1372,781,8382,25.516,46.011,14.624,,,,,25.385,27.142,16.25,16.25,14.973,8.523,91.477
Dietitians and Nutritionists,United States,Utah,757,0,703,,,0,,,,,,,,,740,,92.867,,,,,,,,,,,,97.754
Dietitians and Nutritionists,United States,Vermont,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Dietitians and Nutritionists,United States,Virginia,2798,0,1965,583,,0,,,707,787,427,569,308,,2483,,70.229,20.836,,,,,25.268,28.127,15.261,20.336,11.008,,88.742
Dietitians and Nutritionists,United States,Washington,2237,0,1805,,,0,,,487,692,506,358,,,2096,,80.688,,,,,,21.77,30.934,22.62,16.004,,,93.697
Dietitians and Nutritionists,United States,West Virginia,508,0,508,,,0,,,,,,,,,495,,100,,,,,,,,,,,,97.441
Dietitians and Nutritionists,United States,Wisconsin,2776,0,2483,,,0,,,552,,417,677,,,2516,,89.445,,,,,,19.885,,15.022,24.388,,,90.634
Dietitians and Nutritionists,United States,Wyoming,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Dietitians and Nutritionists,United States,All States,111772,10566,76903,13529,7039,0,508,3177,25536,28425,21995,19563,16253,10858,100914,9.453,68.803,12.104,6.298,,0.454,2.842,22.847,25.431,19.678,17.503,14.541,9.714,90.286
Emergency Medical Technicians and Paramedics,United States,Alabama,3153,0,2747,,,0,,,957,951,804,328,,1660,1493,,87.123,,,,,,30.352,30.162,25.5,10.403,,52.648,47.352
Emergency Medical Technicians and Paramedics,United States,Alaska,1202,0,803,,,0,,,578,,,,,1004,,,66.805,,,,,,48.087,,,,,83.527,
Emergency Medical Technicians and Paramedics,United States,Arizona,4654,1086,2724,,,0,,,2040,1299,860,327,,3168,1486,23.335,58.53,,,,,,43.833,27.911,18.479,7.026,,68.07,31.93
Emergency Medical Technicians and Paramedics,United States,Arkansas,1767,0,1435,,,0,,,611,683,250,,,1015,752,,81.211,,,,,,34.578,38.653,14.148,,,57.442,42.558
Emergency Medical Technicians and Paramedics,United States,California,23716,6918,12185,1138,2386,0,,968,11788,6980,2941,1309,698,17127,6589,29.17,51.379,4.798,10.061,,,4.082,49.705,29.432,12.401,5.519,2.943,72.217,27.783
Emergency Medical Technicians and Paramedics,United States,Colorado,4913,838,3380,,,0,,,1833,1372,1027,471,,2923,1990,17.057,68.797,,,,,,37.309,27.926,20.904,9.587,,59.495,40.505
Emergency Medical Technicians and Paramedics,United States,Connecticut,2782,0,2379,,,0,,,1261,553,457,,,1588,1194,,85.514,,,,,,45.327,19.878,16.427,,,57.081,42.919
Emergency Medical Technicians and Paramedics,United States,Delaware,1617,0,1377,,,0,,,557,404,,,,1153,464,,85.158,,,,,,34.447,24.985,,,,71.305,28.695
Emergency Medical Technicians and Paramedics,United States,District of Columbia,429,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
Emergency Medical Technicians and Paramedics,United States,Florida,13920,3108,9208,1044,,0,,,4726,4212,2702,1801,479,10050,3870,22.328,66.149,7.5,,,,,33.951,30.259,19.411,12.938,3.441,72.198,27.802
Emergency Medical Technicians and Paramedics,United States,Georgia,9115,530,6611,1266,,0,,,3060,2575,1832,1437,,6031,3084,5.815,72.529,13.889,,,,,33.571,28.25,20.099,15.765,,66.166,33.834
Emergency Medical Technicians and Paramedics,United States,Hawaii,2155,610,591,,,0,,,891,554,,,,1583,572,28.306,27.425,,,,,,41.346,25.708,,,,73.457,26.543
Emergency Medical Technicians and Paramedics,United States,Idaho,1151,0,1150,,,0,,,,,,,,828,323,,99.913,,,,,,,,,,,71.937,28.063
Emergency Medical Technicians and Paramedics,United States,Illinois,8673,1264,6303,593,,0,,,3421,2604,1126,997,525,5539,3134,14.574,72.674,6.837,,,,,39.444,30.024,12.983,11.495,6.053,63.865,36.135
Emergency Medical Technicians and Paramedics,United States,Indiana,5284,0,4634,,,0,,,2159,1355,1285,343,,3151,2133,,87.699,,,,,,40.859,25.643,24.319,6.491,,59.633,40.367
Emergency Medical Technicians and Paramedics,United States,Iowa,1542,0,1481,,,0,,,554,407,315,,,941,601,,96.044,,,,,,35.927,26.394,20.428,,,61.025,38.975
Emergency Medical Technicians and Paramedics,United States,Kansas,2304,0,1926,,,0,,,820,723,380,339,,1615,689,,83.594,,,,,,35.59,31.38,16.493,14.714,,70.095,29.905
Emergency Medical Technicians and Paramedics,United States,Kentucky,4588,0,3886,,,0,,,1588,1297,936,489,,3368,1220,,84.699,,,,,,34.612,28.269,20.401,10.658,,73.409,26.591
Emergency Medical Technicians and Paramedics,United States,Louisiana,2657,0,2295,,,0,,,1004,664,,483,,1519,1138,,86.376,,,,,,37.787,24.991,,18.178,,57.17,42.83
Emergency Medical Technicians and Paramedics,United States,Maine,1034,0,948,,,0,,,,,,,,807,,,91.683,,,,,,,,,,,78.046,
Emergency Medical Technicians and Paramedics,United States,Maryland,3144,0,2247,471,,0,,,1016,1093,416,372,,1880,1264,,71.469,14.981,,,,,32.316,34.765,13.232,11.832,,59.796,40.204
Emergency Medical Technicians and Paramedics,United States,Massachusetts,6227,714,4951,,,0,,,3043,1544,712,701,227,3892,2335,11.466,79.509,,,,,,48.868,24.795,11.434,11.257,3.645,62.502,37.498
Emergency Medical Technicians and Paramedics,United States,Michigan,7432,0,6302,,,0,,,3002,1784,1442,636,568,4269,3163,,84.795,,,,,,40.393,24.004,19.403,8.558,7.643,57.441,42.559
Emergency Medical Technicians and Paramedics,United States,Minnesota,3544,0,2890,,,0,,,1213,1220,664,395,,2406,1138,,81.546,,,,,,34.227,34.424,18.736,11.146,,67.889,32.111
Emergency Medical Technicians and Paramedics,United States,Mississippi,2190,0,1876,,,0,,,730,,568,369,,1505,685,,85.662,,,,,,33.333,,25.936,16.849,,68.721,31.279
Emergency Medical Technicians and Paramedics,United States,Missouri,5622,0,5064,,,0,,,1681,1607,1353,809,,3907,1715,,90.075,,,,,,29.9,28.584,24.066,14.39,,69.495,30.505
Emergency Medical Technicians and Paramedics,United States,Montana,1131,0,818,,,0,,,,,,,,,,,72.325,,,,,,,,,,,,
Emergency Medical Technicians and Paramedics,United States,Nebraska,669,0,627,,,0,,,,,,,,341,328,,93.722,,,,,,,,,,,50.972,49.028
Emergency Medical Technicians and Paramedics,United States,Nevada,2195,0,1632,,,0,,,1024,829,,,,1645,550,,74.351,,,,,,46.651,37.768,,,,74.943,25.057
Emergency Medical Technicians and Paramedics,United States,New Hampshire,961,0,926,,,0,,,394,,,,,585,376,,96.358,,,,,,40.999,,,,,60.874,39.126
Emergency Medical Technicians and Paramedics,United States,New Jersey,5576,965,3821,516,,0,,,2033,1644,797,844,,3551,2025,17.306,68.526,9.254,,,,,36.46,29.484,14.293,15.136,,63.684,36.316
Emergency Medical Technicians and Paramedics,United States,New Mexico,2015,830,914,,,0,,,946,,,,,1143,872,41.191,45.36,,,,,,46.948,,,,,56.725,43.275
Emergency Medical Technicians and Paramedics,United States,New York,16674,3995,9451,2096,755,0,,374,7249,3921,2918,1799,787,10563,6111,23.959,56.681,12.57,4.528,,,2.243,43.475,23.516,17.5,10.789,4.72,63.35,36.65
Emergency Medical Technicians and Paramedics,United States,North Carolina,11375,530,9505,688,,0,,,4612,2790,2149,1426,,6952,4423,4.659,83.56,6.048,,,,,40.545,24.527,18.892,12.536,,61.116,38.884
Emergency Medical Technicians and Paramedics,United States,North Dakota,678,0,610,,,0,,,,,,,,,330,,89.971,,,,,,,,,,,,48.673
Emergency Medical Technicians and Paramedics,United States,Ohio,8619,0,7552,,,0,,,3168,2564,1464,998,425,5736,2883,,87.62,,,,,,36.756,29.748,16.986,11.579,4.931,66.551,33.449
Emergency Medical Technicians and Paramedics,United States,Oklahoma,3568,0,2690,,,0,,,1626,601,,,,2238,1330,,75.392,,,,,,45.572,16.844,,,,62.724,37.276
Emergency Medical Technicians and Paramedics,United States,Oregon,2476,0,2030,,,0,,,747,845,361,,,1804,672,,81.987,,,,,,30.17,34.128,14.58,,,72.859,27.141
Emergency Medical Technicians and Paramedics,United States,Pennsylvania,10617,0,8718,1169,,0,,,3954,2561,1648,1635,819,7184,3433,,82.114,11.011,,,,,37.242,24.122,15.522,15.4,7.714,67.665,32.335
Emergency Medical Technicians and Paramedics,United States,Rhode Island,809,0,650,,,0,,,,,,,,536,,,80.346,,,,,,,,,,,66.255,
Emergency Medical Technicians and Paramedics,United States,South Carolina,4911,0,3560,900,,0,,,1511,1185,1306,583,,3450,1461,,72.49,18.326,,,,,30.768,24.13,26.593,11.871,,70.25,29.75
Emergency Medical Technicians and Paramedics,United States,South Dakota,669,0,641,,,0,,,,,,,,,,,95.815,,,,,,,,,,,,
Emergency Medical Technicians and Paramedics,United States,Tennessee,5156,0,4703,,,0,,,1632,1501,1165,725,,3287,1869,,91.214,,,,,,31.652,29.112,22.595,14.061,,63.751,36.249
Emergency Medical Technicians and Paramedics,United States,Texas,17323,4758,10378,1176,,0,,468,6426,5643,3083,1652,519,11983,5340,27.466,59.909,6.789,,,,2.702,37.095,32.575,17.797,9.536,2.996,69.174,30.826
Emergency Medical Technicians and Paramedics,United States,Utah,1526,0,1315,,,0,,,561,394,,,,914,612,,86.173,,,,,,36.763,25.819,,,,59.895,40.105
Emergency Medical Technicians and Paramedics,United States,Vermont,680,0,593,,,0,,,,,,,,613,,,87.206,,,,,,,,,,,90.147,
Emergency Medical Technicians and Paramedics,United States,Virginia,5225,503,3877,604,,0,,,2213,1412,842,559,199,3467,1758,9.627,74.201,11.56,,,,,42.354,27.024,16.115,10.699,3.809,66.354,33.646
Emergency Medical Technicians and Paramedics,United States,Washington,4368,0,3578,,,0,,,1675,1276,655,538,224,2558,1810,,81.914,,,,,,38.347,29.212,14.995,12.317,5.128,58.562,41.438
Emergency Medical Technicians and Paramedics,United States,West Virginia,2258,0,2063,,,0,,,957,313,,,,1442,816,,91.364,,,,,,42.383,13.862,,,,63.862,36.138
Emergency Medical Technicians and Paramedics,United States,Wisconsin,3821,0,3153,,,0,,,1762,1112,,355,,2442,1379,,82.518,,,,,,46.114,29.102,,9.291,,63.91,36.09
Emergency Medical Technicians and Paramedics,United States,Wyoming,627,0,516,,,0,,,,,,,,,,,82.297,,,,,,,,,,,,
Emergency Medical Technicians and Paramedics,United States,All States,238742,31093,173867,16454,7413,0,2232,7433,93576,66413,42153,26907,9693,157499,81243,13.024,72.826,6.892,3.105,,0.935,3.113,39.195,27.818,17.656,11.27,4.06,65.97,34.03
Health Practitioner Support Technologists and Technicians,United States,Alabama,12917,0,8828,3581,,0,,,5181,3088,2091,1669,888,2141,10776,,68.344,27.723,,,,,40.11,23.906,16.188,12.921,6.875,16.575,83.425
Health Practitioner Support Technologists and Technicians,United States,Alaska,1737,0,1037,,,0,,,,,,,,,1395,,59.701,,,,,,,,,,,,80.311
Health Practitioner Support Technologists and Technicians,United States,Arizona,20579,6564,9378,1938,765,0,1091,843,7050,6436,3485,2265,1343,5998,14581,31.897,45.571,9.417,3.717,,5.302,4.096,34.258,31.275,16.935,11.006,6.526,29.146,70.854
Health Practitioner Support Technologists and Technicians,United States,Arkansas,6394,0,4901,914,,0,,,2855,1418,920,878,,1036,5358,,76.65,14.295,,,,,44.651,22.177,14.388,13.732,,16.203,83.797
Health Practitioner Support Technologists and Technicians,United States,California,79833,30175,25579,5205,14557,0,333,3557,26791,22961,15044,10640,4397,22954,56879,37.798,32.041,6.52,18.234,,0.417,4.456,33.559,28.761,18.844,13.328,5.508,28.753,71.247
Health Practitioner Support Technologists and Technicians,United States,Colorado,14482,3277,9455,608,380,0,,587,6153,4119,2389,1183,638,2826,11656,22.628,65.288,4.198,2.624,,,4.053,42.487,28.442,16.496,8.169,4.405,19.514,80.486
Health Practitioner Support Technologists and Technicians,United States,Connecticut,8273,1352,4998,1256,472,0,,,2818,2573,1394,935,553,1736,6537,16.342,60.413,15.182,5.705,,,,34.063,31.101,16.85,11.302,6.684,20.984,79.016
Health Practitioner Support Technologists and Technicians,United States,Delaware,2106,0,1269,,,0,,,679,700,,,,,1746,,60.256,,,,,,32.241,33.238,,,,,82.906
